flag,id,prefix,question_text,answer_text,unit_text
missing_unit,QA4838,QA,"A car travels along the road segment MN. For the first half of the distance, it travels at a speed of v = 40 km/h. For the remaining half of the distance, it travels for the first half of *that time* at v = 75 km/h and for the last half of *that time* at v = 45 km/h. Calculate the average speed over the entire segment MN?",,
missing_unit,QA4860,QA,"A motorcyclist travels from point A to point B, a distance of 4.8 km. For the first half of the journey, the motorcycle travels at a speed of v1. For the second half of the journey, it travels at a speed of v2, where v2 = 1/2 v1. Determine v1 and v2 such that the total travel time to reach point B is 15 minutes.",,
missing_unit,QA4873,QA,"Solve the problem by setting up an equation or a system of equations.
A car travels a distance of 120km from A to B in a planned amount of time. However, the car covers the first half of the distance at a speed 12 km/h faster than the planned speed, and the second half of the distance at a speed 8 km/h slower than the planned speed. Knowing that the car still arrived at B exactly at the scheduled time, calculate the planned time for the journey from A to B.",,
missing_unit,QA4874,QA,"Given two point charges q1 = -10^-7 C and q2 = 5 * 10^-8 C are placed at points A and B in a vacuum, separated by 5 cm. Determine the net electric force acting on a point charge q3 = 2 * 10^-8 C placed at point C such that CA = 3 cm and CB = 4 cm.",,
missing_unit,QA4879,QA,"Consider two point charges q (q>0) and -q placed at points A and B, respectively, separated by a distance AB = 2d. A positive charge q0 = q is placed on the perpendicular bisector of AB, at a distance x from the line segment AB. Determine the electric force acting on charge q0.",,
missing_unit,QA4891,QA,"A cyclist travels the first 1/3 of the total distance at 25km/h. What is their speed for the remaining distance, if the average speed for the entire journey is 20km/h?",,
missing_unit,QA4939,QA,"An object starts from rest with an initial velocity of 0 and undergoes uniformly accelerated linear motion. In the first 5 seconds, the object covers a distance of 10m.",,
missing_unit,QA4959,QA,"Here's the translation of your question:
A 10Ω resistor is connected across a 12V voltage.
a. Calculate the current flowing through the resistor.
b. To verify the calculated result, we can use an ammeter to measure it. What condition must the ammeter meet for it to accurately display the calculated current value? Why?",,
missing_unit,QA4969,QA,"A small object of mass 100 g undergoes simple harmonic motion on a path 20 cm long with an angular frequency of 6 rad/s. What is the mechanical energy of the oscillating object?
The options are:
A. 0.013
B. 0.018
C. 18
D. 36",,
missing_unit,QA4993,QA,"A vehicle completes a journey lasting 5 hours.
 For the first 2 hours, it travels at an average speed of 60 km/h.
 For the remaining 3 hours, it travels at an average speed of 40 km/h.
Calculate the overall average speed of the vehicle for the entire duration of the journey.",,
missing_unit,QA5094,QA,"A boat travels upstream at a speed of 14 km/h relative to the water. The water flows at a speed of 9 km/h relative to the bank. What is the velocity of the boat relative to the bank?
A child walks from the front of the boat to the back of the boat at a speed of 6 km/h relative to the boat. What is the velocity of the child relative to the bank?",,
missing_unit,QA5104,QA,"Two cars begin moving simultaneously. Car A starts at the origin with a velocity of 60 km/h. Car B is initially 40 km away from Car A, moving with a velocity of 30 km/h. Both cars are moving in the positive direction.
a) Write the equations of motion for both cars.
b) Find the time when the two cars meet and their meeting position.",,
missing_unit,QA5115,QA,"A train comes to a complete stop after 20 seconds from the moment it began braking. During that time, the train traveled 120m. Calculate the initial velocity of the train and its acceleration.",,
missing_unit,QA5139,QA,An electric stove rated 200V-1000W is used with an AC voltage of 200V. How much electrical energy does the stove consume after 30 minutes?,,
missing_unit,QA5146,QA,A cyclist travels the first half of the distance at a speed of 12 km/h and the second half of the distance at a speed of 20 km/h. Calculate the average speed for the entire distance.,,
missing_unit,QA5151,QA,"A car traveling at 12 km/h suddenly applies the brakes, undergoing uniformly decelerated linear motion, and comes to a stop after one minute. What is the magnitude of the car's acceleration?",,
missing_unit,QA5153,QA,"The equation of motion for a particle along the x-axis is given by x = 5 – 20t, where x is measured in kilometers and t is measured in hours. What is the distance traveled by the particle after 2 hours of motion?",,
missing_unit,QA5159,QA,"A motorcyclist departs from point M at 8 AM to travel to point N, which is 180 km away from M. What speed must the motorcyclist travel at to reach N at 12 PM? Assume the motorcycle's motion is uniform linear motion.",,
missing_unit,QA5189,QA,"A vertical spring-mass system. When the mass is at its equilibrium position, the spring stretches 6cm. The system is then set into simple harmonic motion, and the total time the spring is stretched during one complete period is 2T/3. What is the maximum stretch of the spring during its oscillation?                                                                                                                                                                                              Options:
A. 9cm
B. 24cm
C. 12cm
D. 18cm",,
missing_unit,QA5192,QA,"A spring-mass system oscillates around its equilibrium position O, between two extreme positions A and B. The spring constant is k = 250 N/m, the mass of the object is 100g, and the amplitude of oscillation is 12cm. Choose the origin of the coordinate system at the equilibrium position. The initial time (t=0) is when the object is at position A. The distance traveled by the object in the first pi/12 seconds is:
A. 97.6 cm B. 1.6 cm C. 94.4 cm D. 49.6 cm",,
missing_unit,QA5208,QA,"Hey everyone, I wanted to ask: Why is it that when experimenting with a pendulum, people usually pull it away from its equilibrium position by an angle of less than 10 degrees?",,
missing_unit,QA5256,QA,"A car undergoes uniformly accelerated motion with an initial velocity v0 = 18 km/h. During the fourth second since the beginning of the accelerated motion, the car travels 12m. Calculate:
a. The acceleration of the car.
b. The distance traveled after 10s.",,
missing_unit,QA5276,QA,"When a voltage of U=3V is applied to a wire, the current flowing through it is 0.05 A. If the same wire is then connected to a voltage of U=6V, what will be the current?",,
missing_unit,QA5283,QA,"Given a constant voltage U = 12V, when applied to a conductor with resistance R, the current through the wire decreases by 0.1A. Find R.",,
missing_unit,QA5288,QA,"Given a parallel circuit consisting of two resistors, R1 = 5 ohms and R2 = 10 ohms. Ammeter A1, which measures the current through R1, indicates 0.6A.
a. Calculate the voltage (U) across the circuit.
b. Calculate the total current (I) of the circuit.",,
missing_unit,QA5310,QA,"The equation of simple harmonic motion is x = 2cos(5t - 3.14/6). Please state the amplitude, initial phase, and phase at time t of the oscillation.",,
missing_unit,QA5319,QA,"Two resistors, R1 = 2Ω and R2 = 6Ω, are connected in series. They are then connected to a power source with a total voltage U. Given that the voltage across R1 is U1 = 9V, find U.",,
missing_unit,QA5340,QA,"A bicycle travels down a slope. Its initial velocity at the top of the slope is 0. Its final velocity at the bottom of the slope is 15 km/h, and it takes 25 seconds to travel down. Calculate the acceleration.",,
missing_unit,QA5396,QA,Two small charged objects are placed 50 cm apart and attract each other with a force of 0.18 N. The total charge of the two objects is 4 x 10⁻⁶ C. Determine the charge on each object.,,
missing_unit,QA5407,QA,"Two charges, q1=q and q2=-3q, are placed a distance r apart. If the force exerted by charge q1 on charge q2 has a magnitude F, what is the magnitude of the force exerted by charge q2 on charge q1?
A: F
B: 3F
C: 1.5F
D: 6F",,
missing_unit,QA5419,QA,"Two positive charges q1=q and q2=4q are placed at two points A and B in the air, 12 cm apart. Let M be the point where the net force acting on a charge q0 is zero. What is the distance from point M to q1?
Options:
A: 8cm
B: 6cm
C: 4cm
D: 3cm",,
missing_unit,QA5432,QA,"Minh departs at 6:15 AM, cycling from home to school, which is 3 km away, at a constant speed. By 6:20 AM, he has traveled 0.9 km. Find his speed and state what time Minh arrives at school.",,
